customerID,gender,SeniorCitizen,Partner,Dependents,tenure,CallService,MultipleConnections,InternetConnection,OnlineSecurity,OnlineBackup,DeviceProtectionService,TechnicalHelp,OnlineTV,OnlineMovies,Agreement,BillingMethod,PaymentMethod,MonthlyServiceCharges,TotalAmount,Churn
9955-QOPOY,Male,,,,,,,,,,,,,,,,,,,
6923-AQONU,Male,,,,,,,,,,,,,,,,,,,
2209-XADXF,Female,,,,,,,,,,,,,,,,,,,
8108-UXRQN,Female,,,,,,,,,,,,,,,,,,,
2446-ZKVAF,Male,,,,,,,,,,,,,,,,,,,
9313-QOLTZ,Male,,,,,,,,,,,,,,,,,,,
1271-UODNO,Male,,,,,,,,,,,,,,,,,,,
2077-MPJQO,Male,,,,,,,,,,,,,,,,,,,
3569-JFODW,Female,,,,,,,,,,,,,,,,,,,
3638-WEABW,Female,,,,,,,,,,,,,,,,,,,
5624-RYAMH,Female,,,,,,,,,,,,,,,,,,,
3352-ALMCK,Male,,,,,,,,,,,,,,,,,,,
7860-UXCRM,Male,,,,,,,,,,,,,,,,,,,
6479-SZPLM,Male,,,,,,,,,,,,,,,,,,,
9220-ZNKJI,Female,,,,,,,,,,,,,,,,,,,
9013-AQORL,Female,,,,,,,,,,,,,,,,,,,
6670-MFRPK,Male,,,,,,,,,,,,,,,,,,,
3913-RDSJZ,Female,,,,,,,,,,,,,,,,,,,
0178-CIIKR,Female,,,,,,,,,,,,,,,,,,,
3244-CQPHU,Female,,,,,,,,,,,,,,,,,,,
8859-AXJZP,Male,,,,,,,,,,,,,,,,,,,
3078-ZKNTS,Female,,,,,,,,,,,,,,,,,,,
9153-BTBVV,Female,,,,,,,,,,,,,,,,,,,
4553-DVPZG,Female,,,,,,,,,,,,,,,,,,,
7995-ZHHNZ,Male,,,,,,,,,,,,,,,,,,,
5414-OFQCB,Male,,,,,,,,,,,,,,,,,,,
2057-BOYKM,Female,,,,,,,,,,,,,,,,,,,
1629-DQQVB,Female,,,,,,,,,,,,,,,,,,,
0178-CIIKR,Female,,,,,,,,,,,,,,,,,,,
0988-AADSA,Female,,,,,,,,,,,,,,,,,,,
3902-MIVLE,Male,,,,,,,,,,,,,,,,,,,
0739-UUAJR,Female,,,,,,,,,,,,,,,,,,,
3370-GQEAL,Male,,,,,,,,,,,,,,,,,,,
0361-HJRDX,Female,,,,,,,,,,,,,,,,,,,
8623-ULFNQ,Female,,,,,,,,,,,,,,,,,,,
5120-ZBLAI,Female,,,,,,,,,,,,,,,,,,,
9350-ZXYJC,Female,,,,,,,,,,,,,,,,,,,
9153-BTBVV,Female,,,,,,,,,,,,,,,,,,,
0114-IGABW,Female,,,,,,,,,,,,,,,,,,,
5442-BHQNG,Female,,,,,,,,,,,,,,,,,,,
3967-KXAPS,Male,,,,,,,,,,,,,,,,,,,
1591-XWLGB,Female,,,,,,,,,,,,,,,,,,,
5671-UUNXD,Female,,,,,,,,,,,,,,,,,,,
5600-PDUJF,Male,,,,,,,,,,,,,,,,,,,
4767-HZZHQ,Male,,,,,,,,,,,,,,,,,,,
3084-DOWLE,Female,,,,,,,,,,,,,,,,,,,
0277-BKSQP,Male,,,,,,,,,,,,,,,,,,,
1474-JUWSM,Female,,,,,,,,,,,,,,,,,,,
3258-ZKPAI,Male,,,,,,,,,,,,,,,,,,,
8631-XVRZL,Male,,,,,,,,,,,,,,,,,,,
1174-FGIFN,Female,,,,,,,,,,,,,,,,,,,
3298-QEICA,Female,,,,,,,,,,,,,,,,,,,
3247-MHJKM,Male,,,,,,,,,,,,,,,,,,,
8894-JVDCV,Female,,,,,,,,,,,,,,,,,,,
4118-CEVPF,Female,,,,,,,,,,,,,,,,,,,
5243-SAOTC,Male,,,,,,,,,,,,,,,,,,,
5339-TJFEK,Male,,,,,,,,,,,,,,,,,,,
1221-GHZEP,Female,,,,,,,,,,,,,,,,,,,
2190-PHBHR,Female,,,,,,,,,,,,,,,,,,,
0187-WZNAB,Female,,,,,,,,,,,,,,,,,,,
1843-TLSGD,Female,,,,,,,,,,,,,,,,,,,
9776-OJUZI,Female,,,,,,,,,,,,,,,,,,,
7134-HBPBS,Female,,,,,,,,,,,,,,,,,,,
6479-OAUSD,Male,,,,,,,,,,,,,,,,,,,
7156-MXBJE,Female,,,,,,,,,,,,,,,,,,,
5899-OUVKV,Male,,,,,,,,,,,,,,,,,,,
2325-WINES,Female,,,,,,,,,,,,,,,,,,,
9624-EGDEQ,Female,,,,,,,,,,,,,,,,,,,
9848-JQJTX,Male,,,,,,,,,,,,,,,,,,,
8999-XXGNS,Female,,,,,,,,,,,,,,,,,,,
2432-TFSMK,Male,,,,,,,,,,,,,,,,,,,
6340-DACFT,Female,,,,,,,,,,,,,,,,,,,
2896-TBNBE,Male,,,,,,,,,,,,,,,,,,,
5619-PTMIK,Female,,,,,,,,,,,,,,,,,,,
1810-BOHSY,Male,,,,,,,,,,,,,,,,,,,
6242-SGYTS,Male,,,,,,,,,,,,,,,,,,,
8750-QWZAJ,Female,,,,,,,,,,,,,,,,,,,
9618-LFJRU,Female,,,,,,,,,,,,,,,,,,,
4237-CLSMM,Male,,,,,,,,,,,,,,,,,,,
0557-ASKVU,Female,,,,,,,,,,,,,,,,,,,
1453-RZFON,Female,,,,,,,,,,,,,,,,,,,
6872-HXFNF,Female,,,,,,,,,,,,,,,,,,,
2843-CQMEG,Male,,,,,,,,,,,,,,,,,,,
6257-DTAYD,Male,,,,,,,,,,,,,,,,,,,
8120-JDCAM,Male,,,,,,,,,,,,,,,,,,,
0384-RVBPI,Male,,,,,,,,,,,,,,,,,,,
3648-GZPHF,Male,,,,,,,,,,,,,,,,,,,
1599-EAHXY,Male,,,,,,,,,,,,,,,,,,,
2676-ISHSF,Male,,,,,,,,,,,,,,,,,,,
9441-QHEVC,Male,,,,,,,,,,,,,,,,,,,
6704-UTUKK,Male,,,,,,,,,,,,,,,,,,,
4199-QHJNM,Male,,,,,,,,,,,,,,,,,,,
7422-WNBTY,Male,,,,,,,,,,,,,,,,,,,
7619-PLRLP,Female,,,,,,,,,,,,,,,,,,,
4291-SHSBH,Male,,,,,,,,,,,,,,,,,,,
8550-XSXUQ,Male,,,,,,,,,,,,,,,,,,,
1051-GEJLJ,Female,,,,,,,,,,,,,,,,,,,
5583-EJXRD,Male,,,,,,,,,,,,,,,,,,,
5223-UZAVK,Male,,,,,,,,,,,,,,,,,,,
6937-GCDGQ,Male,,,,,,,,,,,,,,,,,,,
2538-OIMXF,Female,,,,,,,,,,,,,,,,,,,
6075-QMNRR,Female,,,,,,,,,,,,,,,,,,,
1580-BMCMR,Male,,,,,,,,,,,,,,,,,,,
1779-PWPMG,Female,,,,,,,,,,,,,,,,,,,
8591-TKMZH,Male,,,,,,,,,,,,,,,,,,,
3930-ZGWVE,Male,,,,,,,,,,,,,,,,,,,
6695-AMZUF,Female,,,,,,,,,,,,,,,,,,,
5795-KTGUD,Female,,,,,,,,,,,,,,,,,,,
2226-ICFDO,Female,,,,,,,,,,,,,,,,,,,
7527-QNRUS,Male,,,,,,,,,,,,,,,,,,,
5934-TSSAU,Female,,,,,,,,,,,,,,,,,,,
2832-KJCRD,Female,,,,,,,,,,,,,,,,,,,
3230-JCNZS,Female,,,,,,,,,,,,,,,,,,,
1431-AIDJQ,Male,,,,,,,,,,,,,,,,,,,
3621-CHYVB,Female,,,,,,,,,,,,,,,,,,,
4418-LZMSV,Male,,,,,,,,,,,,,,,,,,,
8208-EUMTE,Male,,,,,,,,,,,,,,,,,,,
6421-SZVEM,Female,,,,,,,,,,,,,,,,,,,
4092-OFQZS,Male,,,,,,,,,,,,,,,,,,,
7779-ORAEL,Male,,,,,,,,,,,,,,,,,,,
1658-XUHBX,Female,,,,,,,,,,,,,,,,,,,
5915-DGNVC,Female,,,,,,,,,,,,,,,,,,,
6440-DKQGE,Male,,,,,,,,,,,,,,,,,,,
6569-KTMDU,Female,,,,,,,,,,,,,,,,,,,
1017-FBQMM,Female,,,,,,,,,,,,,,,,,,,
8917-FAEMR,Female,,,,,,,,,,,,,,,,,,,
6133-OZILE,Female,,,,,,,,,,,,,,,,,,,
6574-MCOEH,Female,,,,,,,,,,,,,,,,,,,
8543-MSDMF,Male,,,,,,,,,,,,,,,,,,,
2325-NBPZG,Female,,,,,,,,,,,,,,,,,,,
0485-ZBSLN,Male,,,,,,,,,,,,,,,,,,,
5898-IGSLP,Male,,,,,,,,,,,,,,,,,,,
5956-YHHRX,Male,,,,,,,,,,,,,,,,,,,
1053-MXTTK,Female,,,,,,,,,,,,,,,,,,,
5296-PSYVW,Female,,,,,,,,,,,,,,,,,,,
7971-HLVXI,Male,,,,,,,,,,,,,,,,,,,
9239-GZHZE,Female,,,,,,,,,,,,,,,,,,,
6870-ECSHE,Female,,,,,,,,,,,,,,,,,,,
9691-HKOVS,Female,,,,,,,,,,,,,,,,,,,
3658-QQJYD,Male,,,,,,,,,,,,,,,,,,,
1790-NESIO,Female,,,,,,,,,,,,,,,,,,,
7771-CFQRQ,Female,,,,,,,,,,,,,,,,,,,
7690-KPNCU,Male,,,,,,,,,,,,,,,,,,,
8661-BOYNW,Female,,,,,,,,,,,,,,,,,,,
9605-WGJVW,Female,,,,,,,,,,,,,,,,,,,
6297-NOOPG,Female,,,,,,,,,,,,,,,,,,,
3244-CQPHU,Female,,,,,,,,,,,,,,,,,,,
3926-YZVVX,Female,,,,,,,,,,,,,,,,,,,
4915-BFSXL,Male,,,,,,,,,,,,,,,,,,,
5716-LIBJC,Female,,,,,,,,,,,,,,,,,,,
6350-XFYGW,Male,,,,,,,,,,,,,,,,,,,
5751-USDBL,Male,,,,,,,,,,,,,,,,,,,
7905-NJMXS,Male,,,,,,,,,,,,,,,,,,,
1709-EJDOX,Female,,,,,,,,,,,,,,,,,,,
2054-PJOCK,Female,,,,,,,,,,,,,,,,,,,
0292-WEGCH,Female,,,,,,,,,,,,,,,,,,,
5090-EMGTC,Female,,,,,,,,,,,,,,,,,,,
6048-QBXKL,Female,,,,,,,,,,,,,,,,,,,
5696-CEIQJ,Male,,,,,,,,,,,,,,,,,,,
9233-PSYHO,Female,,,,,,,,,,,,,,,,,,,
3317-VLGQT,Female,,,,,,,,,,,,,,,,,,,
3566-VVORZ,Female,,,,,,,,,,,,,,,,,,,
0487-RPVUM,Male,,,,,,,,,,,,,,,,,,,
2195-VVRJF,Male,,,,,,,,,,,,,,,,,,,
3173-NVMPX,Female,,,,,,,,,,,,,,,,,,,
8981-FJGLA,Male,,,,,,,,,,,,,,,,,,,
9496-IVVRP,Female,,,,,,,,,,,,,,,,,,,
0114-PEGZZ,Female,,,,,,,,,,,,,,,,,,,
1439-LCGVL,Female,,,,,,,,,,,,,,,,,,,
4827-LTQRJ,Female,,,,,,,,,,,,,,,,,,,
9489-UTFKA,Male,,,,,,,,,,,,,,,,,,,
1897-OKVMW,Female,,,,,,,,,,,,,,,,,,,
4389-UEFCZ,Female,,,,,,,,,,,,,,,,,,,
4377-VDHYI,Male,,,,,,,,,,,,,,,,,,,
9031-ZVQPT,Male,,,,,,,,,,,,,,,,,,,
0019-GFNTW,Female,,,,,,,,,,,,,,,,,,,
2252-NKNSI,Male,,,,,,,,,,,,,,,,,,,
3850-OKINF,Male,,,,,,,,,,,,,,,,,,,
1580-BMCMR,Male,,,,,,,,,,,,,,,,,,,
0487-VVUVK,Male,,,,,,,,,,,,,,,,,,,
6480-YAGIY,Male,,,,,,,,,,,,,,,,,,,
0397-ZXWQF,Male,,,,,,,,,,,,,,,,,,,
4939-KYYPY,Male,,,,,,,,,,,,,,,,,,,
5044-XDPYX,Female,,,,,,,,,,,,,,,,,,,
3976-NLDEZ,Male,,,,,,,,,,,,,,,,,,,
7017-VFHAY,Female,,,,,,,,,,,,,,,,,,,
9357-UJRUN,Male,,,,,,,,,,,,,,,,,,,
5480-XTFFL,Female,,,,,,,,,,,,,,,,,,,
5242-UOWHD,Male,,,,,,,,,,,,,,,,,,,
1548-FEHVL,Male,,,,,,,,,,,,,,,,,,,
7823-JSOAG,Male,,,,,,,,,,,,,,,,,,,
1559-DTODC,Male,,,,,,,,,,,,,,,,,,,
5858-EAFCZ,Male,,,,,,,,,,,,,,,,,,,
9629-NHXFW,Female,,,,,,,,,,,,,,,,,,,
7921-LMDFQ,Male,,,,,,,,,,,,,,,,,,,
1106-HRLKZ,Male,,,,,,,,,,,,,,,,,,,
2971-SGAFL,Female,,,,,,,,,,,,,,,,,,,
0233-FTHAV,Female,,,,,,,,,,,,,,,,,,,
5297-MDOIR,Female,,,,,,,,,,,,,,,,,,,
6985-HAYWX,Female,,,,,,,,,,,,,,,,,,,
7113-HIPFI,Male,,,,,,,,,,,,,,,,,,,
9867-JCZSP,Female,,,,,,,,,,,,,,,,,,,
3739-YBWAB,Male,,,,,,,,,,,,,,,,,,,
6096-EGVTU,Female,,,,,,,,,,,,,,,,,,,
7480-SPLEF,Male,,,,,,,,,,,,,,,,,,,
9853-JFZDU,Female,,,,,,,,,,,,,,,,,,,
8695-WDYEA,Male,,,,,,,,,,,,,,,,,,,
8003-EWNDZ,Female,,,,,,,,,,,,,,,,,,,
6234-RAAPL,Female,,,,,,,,,,,,,,,,,,,
0848-SOMKO,Male,,,,,,,,,,,,,,,,,,,
5628-RKIFK,Female,,,,,,,,,,,,,,,,,,,
2087-QAREY,Female,,,,,,,,,,,,,,,,,,,
5032-MIYKT,Female,,,,,,,,,,,,,,,,,,,
2254-DLXRI,Female,,,,,,,,,,,,,,,,,,,
4343-EJVQB,Male,,,,,,,,,,,,,,,,,,,
9621-OUPYD,Female,,,,,,,,,,,,,,,,,,,
2324-AALNO,Female,,,,,,,,,,,,,,,,,,,
8454-AATJP,Female,,,,,,,,,,,,,,,,,,,
2988-PLAHS,Female,,,,,,,,,,,,,,,,,,,
3853-LYGAM,Male,,,,,,,,,,,,,,,,,,,
2832-KJCRD,Female,,,,,,,,,,,,,,,,,,,
4524-QCSSM,Male,,,,,,,,,,,,,,,,,,,
8780-RSYYU,Female,,,,,,,,,,,,,,,,,,,
7682-AZNDK,Male,,,,,,,,,,,,,,,,,,,
4480-MBMLB,Female,,,,,,,,,,,,,,,,,,,
6285-FTQBF,Male,,,,,,,,,,,,,,,,,,,
4647-MUZON,Female,,,,,,,,,,,,,,,,,,,
6963-EZQEE,Male,,,,,,,,,,,,,,,,,,,
4452-QIIEB,Male,,,,,,,,,,,,,,,,,,,
2103-ZRXFN,Male,,,,,,,,,,,,,,,,,,,
7529-ZDFXI,Male,,,,,,,,,,,,,,,,,,,
4365-MSDYN,Male,,,,,,,,,,,,,,,,,,,
3058-WQDRE,Male,,,,,,,,,,,,,,,,,,,
9418-RUKPH,Female,,,,,,,,,,,,,,,,,,,
1293-BSEUN,Female,,,,,,,,,,,,,,,,,,,
4671-VJLCL,Female,,,,,,,,,,,,,,,,,,,
1984-GPTEH,Female,,,,,,,,,,,,,,,,,,,
0224-RLWWD,Female,,,,,,,,,,,,,,,,,,,
2181-TIDSV,Male,,,,,,,,,,,,,,,,,,,
6701-DHKWQ,Female,,,,,,,,,,,,,,,,,,,
7636-XUHWW,Male,,,,,,,,,,,,,,,,,,,
3487-EARAT,Female,,,,,,,,,,,,,,,,,,,
8174-LNWMW,Female,,,,,,,,,,,,,,,,,,,
1703-MGIAB,Female,,,,,,,,,,,,,,,,,,,
1131-ALZWV,Female,,,,,,,,,,,,,,,,,,,
2277-VWCNI,Female,,,,,,,,,,,,,,,,,,,
4566-NECEV,Male,,,,,,,,,,,,,,,,,,,
6893-ODYYE,Male,,,,,,,,,,,,,,,,,,,
6497-TILVL,Female,,,,,,,,,,,,,,,,,,,
4767-HZZHQ,Male,,,,,,,,,,,,,,,,,,,
1219-NNDDO,Female,,,,,,,,,,,,,,,,,,,
7493-GVFIO,Male,,,,,,,,,,,,,,,,,,,
3320-VEOYC,Male,,,,,,,,,,,,,,,,,,,
0326-VDYXE,Female,,,,,,,,,,,,,,,,,,,
4360-QRAVE,Male,,,,,,,,,,,,,,,,,,,
5850-BDWCY,Female,,,,,,,,,,,,,,,,,,,
3621-CHYVB,Female,,,,,,,,,,,,,,,,,,,
5197-PYEPU,Female,,,,,,,,,,,,,,,,,,,
4115-UMJFQ,Male,,,,,,,,,,,,,,,,,,,
8859-DZTGQ,Male,,,,,,,,,,,,,,,,,,,
7964-VEXDG,Male,,,,,,,,,,,,,,,,,,,
6518-PPLMZ,Male,,,,,,,,,,,,,,,,,,,
4735-BJKOU,Female,,,,,,,,,,,,,,,,,,,
3339-EAQNV,Male,,,,,,,,,,,,,,,,,,,
7312-XSBAT,Male,,,,,,,,,,,,,,,,,,,
5311-IHLEI,Male,,,,,,,,,,,,,,,,,,,
9821-BESNZ,Male,,,,,,,,,,,,,,,,,,,
6437-UDQJM,Female,,,,,,,,,,,,,,,,,,,
8148-WOCMK,Male,,,,,,,,,,,,,,,,,,,
3594-IVHJZ,Female,,,,,,,,,,,,,,,,,,,
1960-UOTYM,Male,,,,,,,,,,,,,,,,,,,
9000-PLFUZ,Female,,,,,,,,,,,,,,,,,,,
9633-XQABV,Female,,,,,,,,,,,,,,,,,,,
4781-ZXYGU,Male,,,,,,,,,,,,,,,,,,,
8374-UULRV,Male,,,,,,,,,,,,,,,,,,,
8780-IHCRN,Male,,,,,,,,,,,,,,,,,,,
2018-PZKMU,Male,,,,,,,,,,,,,,,,,,,
5186-PEIZU,Female,,,,,,,,,,,,,,,,,,,
2607-FBDFF,Male,,,,,,,,,,,,,,,,,,,
9853-JFZDU,Female,,,,,,,,,,,,,,,,,,,
9680-NIAUV,Female,,,,,,,,,,,,,,,,,,,
5266-PFRQK,Male,,,,,,,,,,,,,,,,,,,
7404-JLKQG,Female,,,,,,,,,,,,,,,,,,,
4273-MBHYA,Female,,,,,,,,,,,,,,,,,,,
6655-LHBYW,Male,,,,,,,,,,,,,,,,,,,
0410-IPFTY,Female,,,,,,,,,,,,,,,,,,,
5135-GRQJV,Male,,,,,,,,,,,,,,,,,,,
8663-UPDGF,Female,,,,,,,,,,,,,,,,,,,
5440-VHLUL,Male,,,,,,,,,,,,,,,,,,,
9974-JFBHQ,Male,,,,,,,,,,,,,,,,,,,
9114-DPSIA,Male,,,,,,,,,,,,,,,,,,,
0506-YLVKJ,Male,,,,,,,,,,,,,,,,,,,
9518-XXBXE,Male,,,,,,,,,,,,,,,,,,,
6620-HVDUJ,Male,,,,,,,,,,,,,,,,,,,
5375-XLDOF,Male,,,,,,,,,,,,,,,,,,,
0052-DCKON,Male,,,,,,,,,,,,,,,,,,,
3396-DKDEL,Female,,,,,,,,,,,,,,,,,,,
2988-PLAHS,Female,,,,,,,,,,,,,,,,,,,
9605-WGJVW,Female,,,,,,,,,,,,,,,,,,,
6885-PKOAM,Female,,,,,,,,,,,,,,,,,,,
7570-WELNY,Female,,,,,,,,,,,,,,,,,,,
0953-LGOVU,Male,,,,,,,,,,,,,,,,,,,
0732-OCQOC,Female,,,,,,,,,,,,,,,,,,,
0345-XMMUG,Female,,,,,,,,,,,,,,,,,,,
9348-ROUAI,Female,,,,,,,,,,,,,,,,,,,
2885-HIJDH,Male,,,,,,,,,,,,,,,,,,,
6437-UDQJM,Female,,,,,,,,,,,,,,,,,,,
8388-FYNPZ,Male,,,,,,,,,,,,,,,,,,,
6016-LVTJQ,Female,,,,,,,,,,,,,,,,,,,
5614-DNZCE,Female,,,,,,,,,,,,,,,,,,,
8089-UZWLX,Female,,,,,,,,,,,,,,,,,,,
2000-MPKCA,Female,,,,,,,,,,,,,,,,,,,
6473-ULUHT,Male,,,,,,,,,,,,,,,,,,,
4598-ZADCK,Female,,,,,,,,,,,,,,,,,,,
5453-AXEPF,Male,,,,,,,,,,,,,,,,,,,
1032-MAELW,Female,,,,,,,,,,,,,,,,,,,
4947-DSMXK,Male,,,,,,,,,,,,,,,,,,,
7398-HPYZQ,Male,,,,,,,,,,,,,,,,,,,
9541-ZPSEA,Male,,,,,,,,,,,,,,,,,,,
2466-FCCPT,Female,,,,,,,,,,,,,,,,,,,
5727-MYATE,Male,,,,,,,,,,,,,,,,,,,
4973-RLZVI,Female,,,,,,,,,,,,,,,,,,,
6339-RZCBJ,Male,,,,,,,,,,,,,,,,,,,
8189-HBVRW,Female,,,,,,,,,,,,,,,,,,,
2732-ISEZX,Female,,,,,,,,,,,,,,,,,,,
1751-NCDLI,Male,,,,,,,,,,,,,,,,,,,
4376-KFVRS,Male,,,,,,,,,,,,,,,,,,,
8148-BPLZQ,Male,,,,,,,,,,,,,,,,,,,
4686-UXDML,Female,,,,,,,,,,,,,,,,,,,
9373-WSLOY,Male,,,,,,,,,,,,,,,,,,,
0909-SELIE,Male,,,,,,,,,,,,,,,,,,,
2845-KDHVX,Female,,,,,,,,,,,,,,,,,,,
6692-YQHXC,Male,,,,,,,,,,,,,,,,,,,
9867-NNXLC,Female,,,,,,,,,,,,,,,,,,,
9795-NREXC,Female,,,,,,,,,,,,,,,,,,,
9953-ZMKSM,Male,,,,,,,,,,,,,,,,,,,
3190-FZATL,Male,,,,,,,,,,,,,,,,,,,
5973-EJGDP,Male,,,,,,,,,,,,,,,,,,,
5816-JMLGY,Female,,,,,,,,,,,,,,,,,,,
1389-WNUIB,Female,,,,,,,,,,,,,,,,,,,
3807-XHCJH,Female,,,,,,,,,,,,,,,,,,,
2812-SFXMJ,Male,,,,,,,,,,,,,,,,,,,
0019-GFNTW,Female,,,,,,,,,,,,,,,,,,,
9479-HYNYL,Female,,,,,,,,,,,,,,,,,,,
8760-ZRHKE,Female,,,,,,,,,,,,,,,,,,,
4537-CIBHB,Female,,,,,,,,,,,,,,,,,,,
6619-RPLQZ,Female,,,,,,,,,,,,,,,,,,,
3363-EWLGO,Female,,,,,,,,,,,,,,,,,,,
8065-BVEPF,Male,,,,,,,,,,,,,,,,,,,
6211-WWLTF,Male,,,,,,,,,,,,,,,,,,,
7707-PYBBH,Male,,,,,,,,,,,,,,,,,,,
7343-EOBEU,Male,,,,,,,,,,,,,,,,,,,
3845-JHAMY,Female,,,,,,,,,,,,,,,,,,,
1265-HVPZB,Male,,,,,,,,,,,,,,,,,,,
3948-KXDUF,Male,,,,,,,,,,,,,,,,,,,
8034-RYTVV,Female,,,,,,,,,,,,,,,,,,,
8727-JQFHV,Male,,,,,,,,,,,,,,,,,,,
2223-GDSHL,Male,,,,,,,,,,,,,,,,,,,
9258-CNWAC,Female,,,,,,,,,,,,,,,,,,,
5140-FOMCQ,Female,,,,,,,,,,,,,,,,,,,
1950-KSVVJ,Female,,,,,,,,,,,,,,,,,,,
6075-SLNIL,Male,,,,,,,,,,,,,,,,,,,
9481-WHGWY,Female,,,,,,,,,,,,,,,,,,,
5392-AKEMH,Female,,,,,,,,,,,,,,,,,,,
3766-EJLFL,Female,,,,,,,,,,,,,,,,,,,
0052-DCKON,Male,,,,,,,,,,,,,,,,,,,
7995-ZHHNZ,Male,,,,,,,,,,,,,,,,,,,
6650-VJONK,Male,,,,,,,,,,,,,,,,,,,
5214-NLTIT,Male,,,,,,,,,,,,,,,,,,,
2235-DWLJU,Female,,,,,,,,,,,,,,,,,,,
6772-WFQRD,Male,,,,,,,,,,,,,,,,,,,
1215-VFYVK,Female,,,,,,,,,,,,,,,,,,,
5857-XRECV,Female,,,,,,,,,,,,,,,,,,,
9828-QHFBK,Male,,,,,,,,,,,,,,,,,,,
4163-NCJAK,Female,,,,,,,,,,,,,,,,,,,
3373-YZZYM,Male,,,,,,,,,,,,,,,,,,,
2585-KTFRE,Male,,,,,,,,,,,,,,,,,,,
2067-QYTCF,Female,,,,,,,,,,,,,,,,,,,
8250-ZNGGW,Female,,,,,,,,,,,,,,,,,,,
1552-AAGRX,Female,,,,,,,,,,,,,,,,,,,
0111-KLBQG,Male,,,,,,,,,,,,,,,,,,,
1099-BTKWT,Female,,,,,,,,,,,,,,,,,,,
6478-HRRCZ,Male,,,,,,,,,,,,,,,,,,,
2740-TVLFN,Male,,,,,,,,,,,,,,,,,,,
5448-VWNAM,Female,,,,,,,,,,,,,,,,,,,
8735-DCXNF,Male,,,,,,,,,,,,,,,,,,,
9046-JBFWA,Male,,,,,,,,,,,,,,,,,,,
5110-CHOPY,Female,,,,,,,,,,,,,,,,,,,
7602-DBTOU,Female,,,,,,,,,,,,,,,,,,,
4238-JSSWH,Female,,,,,,,,,,,,,,,,,,,
7608-RGIRO,Male,,,,,,,,,,,,,,,,,,,
1409-PHXTF,Male,,,,,,,,,,,,,,,,,,,
2040-XBAVJ,Male,,,,,,,,,,,,,,,,,,,
1833-TCXKK,Male,,,,,,,,,,,,,,,,,,,
3283-WCWXT,Male,,,,,,,,,,,,,,,,,,,
6985-HAYWX,Female,,,,,,,,,,,,,,,,,,,
4521-WFJAI,Male,,,,,,,,,,,,,,,,,,,
7801-CEDNV,Male,,,,,,,,,,,,,,,,,,,
6445-TNRXS,Male,,,,,,,,,,,,,,,,,,,
0027-KWYKW,Female,,,,,,,,,,,,,,,,,,,
3161-ONRWK,Male,,,,,,,,,,,,,,,,,,,
6024-RUGGH,Male,,,,,,,,,,,,,,,,,,,
4849-PYRLQ,Female,,,,,,,,,,,,,,,,,,,
3503-TYDAY,Female,,,,,,,,,,,,,,,,,,,
9029-FEGVJ,Female,,,,,,,,,,,,,,,,,,,
9803-FTJCG,Male,,,,,,,,,,,,,,,,,,,
8595-SIZNC,Female,,,,,,,,,,,,,,,,,,,
6844-DZKRF,Male,,,,,,,,,,,,,,,,,,,
3727-JEZTU,Female,,,,,,,,,,,,,,,,,,,
2569-WGERO,Female,,,,,,,,,,,,,,,,,,,
4716-MRVEN,Female,,,,,,,,,,,,,,,,,,,
2773-MADBQ,Female,,,,,,,,,,,,,,,,,,,
3961-SXAXY,Male,,,,,,,,,,,,,,,,,,,
4626-OZDTJ,Female,,,,,,,,,,,,,,,,,,,
0696-UKTOX,Male,,,,,,,,,,,,,,,,,,,
6870-ZWMNX,Male,,,,,,,,,,,,,,,,,,,
4455-BFSPD,Female,,,,,,,,,,,,,,,,,,,
0042-RLHYP,Female,,,,,,,,,,,,,,,,,,,
3999-WRNGR,Female,,,,,,,,,,,,,,,,,,,
6253-GNHWH,Female,,,,,,,,,,,,,,,,,,,
3533-UVMOM,Male,,,,,,,,,,,,,,,,,,,
3115-JPJDD,Female,,,,,,,,,,,,,,,,,,,
0336-KXKFK,Male,,,,,,,,,,,,,,,,,,,
0956-SYCWG,Female,,,,,,,,,,,,,,,,,,,
4304-XUMGI,Male,,,,,,,,,,,,,,,,,,,
4750-UKWJK,Female,,,,,,,,,,,,,,,,,,,
1306-RPWXZ,Female,,,,,,,,,,,,,,,,,,,
2266-FUBDZ,Male,,,,,,,,,,,,,,,,,,,
3391-JSQEW,Male,,,,,,,,,,,,,,,,,,,
4359-INNWN,Female,,,,,,,,,,,,,,,,,,,
7742-MYPGI,Female,,,,,,,,,,,,,,,,,,,
1482-OXZSY,Male,,,,,,,,,,,,,,,,,,,
1627-AFWVJ,Female,,,,,,,,,,,,,,,,,,,
4753-PADAS,Female,,,,,,,,,,,,,,,,,,,
1139-WUOAH,Male,,,,,,,,,,,,,,,,,,,
4840-ORQXB,Female,,,,,,,,,,,,,,,,,,,
4821-WQOYN,Female,,,,,,,,,,,,,,,,,,,
6217-TOWGS,Female,,,,,,,,,,,,,,,,,,,
5172-MIGPM,Male,,,,,,,,,,,,,,,,,,,
0799-DDIHE,Female,,,,,,,,,,,,,,,,,,,
0665-XHDJU,Male,,,,,,,,,,,,,,,,,,,
8591-TKMZH,Male,,,,,,,,,,,,,,,,,,,
8859-DZTGQ,Male,,,,,,,,,,,,,,,,,,,
4803-LBYPN,Male,,,,,,,,,,,,,,,,,,,
0230-UBYPQ,Male,,,,,,,,,,,,,,,,,,,
4393-RYCRE,Male,,,,,,,,,,,,,,,,,,,
